audio_file,text,language,speaker,source_file
011947.wav,भारत को करीब सात हज़ार पाँच सौ किलेूमीटर लंबाई का तटीय प्रदेश प्राप्त है|,hi,unknown,sample_12038
003942.wav,"आयोजक मंडल के वरदान मिश्र, रिंकू पांडेय, पल्टू कश्यप, पिटू चौधरी, दिलीप तिवारी, कौशल कसौधन आदि ने जुलूस निकालकर प्रतिमा स्थापित कराई।",hi,unknown,sample_3966
000384.wav,दूसरे प्रकार के अभियानों का उद्देश्य सौरमंडल या उसके बाहर स्थित विविध घटकों तक अंतरिक्ष यान भेजकर उन घटकों का नजदीक से निरीक्षण करना और उनके बारे में जानकारी प्राप्त करना होता है|,hi,unknown,sample_386
019435.wav,"वह अपने युग-सन्दर्भों के साथ लय, ताल, छन्द का अनुगामी बना रहे।",hi,unknown,sample_19580
003384.wav,"इस तरह इन लोकप्रिय संत-कवियों की परिकल्पना को, जो जन-भाषाओं में गीत रचते व गाते थे, मूर्त रूप प्रदान किया गया|",hi,unknown,sample_3407
002827.wav,इससे समुचित चिकित्सीय उपाय आरंभ करने में सहायता मिलेगी|,hi,unknown,sample_2846
012464.wav,मुझे लगता है कि मुझे फिर से घर जाना होगा।,hi,unknown,sample_12560
020762.wav,हर गोविंद खुराना ने निश्चित क्षारों के समुच्चय युक्त आरएनए अणुओं के संश्लेषण की रासायनिक विधि का विकास किया था|,hi,unknown,sample_20917
000475.wav,इस प्रयोग में यदि परिनालिका से प्रवाहित होनेवाली विद्युत धारा को कुंजी खुली रखकर शनू्य किया तो उसी क्षण कुंडली के परिपथ के गैल्वनोमीटर की सुई तुरंत विचलित होकर पुनः शनू्य पर आती है|,hi,unknown,sample_478
018115.wav,इस पद्धती में विद्युत अपघटन द्वारा कम अभिक्रियाशील धातु की अधिक अभिक्रियाशील धातु पर पर्त चढाई जाती है|,hi,unknown,sample_18250
000424.wav,शंकरदेव ने भक्ति के लिए नाम कीर्तन और श्रद्धावान भक्तों के सत्संग में ईश्वर के नाम उच्चारण पर बल दिया|,hi,unknown,sample_426
011902.wav,उनके साथ युद्ध करते समय शिवाजी महाराज ने स्वराज्य में रहने वाले मुस्लिमों को अपना प्रजाजन माना ।,hi,unknown,sample_11993
021220.wav,प्रियंका के इस अचानक एक्ज़िट के चलते सलमान काफी नाराज़ भी हुए थे।,hi,unknown,sample_21376
004990.wav,"हालाँकि, कुछेक प्रजातियों में; जैसे कि सेब, स्ट्रॉबेरी , अखरोट आदि में फल की रचना में पुष्पासन भी महत्त्वपूर्ण भागीदारी निभाता है।",hi,unknown,sample_5026
016252.wav,दिलीप ने लंदन यात्रा से पूर्व घर की लिखा-पढ़ी समाप्त कर ली,hi,unknown,sample_16375
006439.wav,"मौसम अधिकारियों ने कागोशिमा, कुमामोटो और मियाजाकी प्रान्तों में मडस्लाइड की चेतावनी जारी की है",hi,unknown,sample_6483
015136.wav,वह उन्हें बताते हैं कि {१}{एक} टन कागज़ प्राप्त करने के लिए पूर्णरूपेण विकसित {१७}{सत्रह} वृक्षों को काटा जाता है| अतः हमें कागज़ की बचत करनी चाहिए|,hi,unknown,sample_15252
007945.wav,यह तटीय राज्यों में विशेषकर लाखों मछुआरों तथा किसानों को आय तथा रोजगार प्रदान करती है|,hi,unknown,sample_8004
006649.wav,परन्तु दस या ग्यारह वर्ष की आयु के बाद वृद्धि में एकाएक तीव्रता आती है और वृद्धि साफ दिखाई देने लगती है|,hi,unknown,sample_6695
004564.wav,मुख्यमंत्री श्री त्रिवेन्द्र सिंग् रावत से गुरूवार को मुख्यमंत्री आवास में ब्रिटिश डिप्टी हाई कमिशनर मिस्टर एन्ड्रयू आयरे ने भेंट की,hi,unknown,sample_4596
008467.wav,इसके लिए आप किसी स्थानीय डॉक्टर/स्वास्थ्य कर्मचारी से परामर्श ले सकते हैं|इस क्षेत्र में कार्यरत सरकारी तथा गैरसरकारी संस्थाएँ कौन-कौन सी हैं?,hi,unknown,sample_8530
006875.wav,"विजयनगर के शासकों, जो अपने आप को राय कहते थे, ने इन परंपराओं को आगे बढ़ाया और जैसे कि हम देखेंगे, उन्हें नयी ऊँचाइयों तक पहुँचाया|",hi,unknown,sample_6925
003822.wav,"जहाँ कइ राजकीय प्रश्रय पर आश्रित थे, कइ अन्य संरक्षकों या भीड़भाड़ वाले बाज़ार में आम लोगों की सेवा द्वारा जीवनयापन करते थे|",hi,unknown,sample_3846
021471.wav,"जैसा कि इनमें पर्याप्त आरक्षित आहार भंडार होता है, अल्पवयस्क नवोद्भिद तब तक पोषण देते हैं, जब तक कि वह स्वयं ही प्रकाश संश्लेषण न करने लगे। ",hi,unknown,sample_21628
001699.wav,साथ ही नए हालात के मद्देनजर मुद्रास्फीति और विकास दर के सालाना लक्ष्यों को भी संशोधित कर लिया गया है,hi,unknown,sample_1710
011482.wav,उनमें अण्णासाहेब किर्लोस्कर के लिखे ‘संगीत शाकुंतल’ नाटक ने बहुत धूम मचाई |,hi,unknown,sample_11569
002520.wav,अपनी सटीक लाइन और लेंथ से युजवेन्द्र चहल खेल के सीमित प्रारूप में काफी सफल साबित हुए हैं।,hi,unknown,sample_2538
009518.wav,बीसीसीआई ने पुष्टि की है कि पांड्या पीठ की चोट के कारण श्रृंखला से बाहर बैठेंगे,hi,unknown,sample_9590
001458.wav,ऐसे में किसी बेहतर म्यूजिक सर्विस के जरिए गूगल अपने प्रतिद्वंदी म्यूजिक स्ट्रीमिंग ऐप को कड़ी टक्कर दे सकता है।,hi,unknown,sample_1468
000248.wav,कृषि पीड़कनाशी के नियंत्रण में अपनाए गए जैव नियंत्रण विधियाँ परभक्षी की समष्टि नियमन की योग्यता पर आधारित हैं|,hi,unknown,sample_250
014713.wav,"पौराणिक कथाओं के अनुसार जो देवी हँसते हँसते इस ब्रह्माण्ड का निर्माण करती है, उसे कुष्मांडा कहा जाता है।",hi,unknown,sample_14828
016784.wav,जिला के सभी राजकीय कॉलेज में पढ़ाने वाले एक्स्टेंशन लेक्चरर्स ने आज काला रिबन बांधकर शिक्षण कार्य किया।,hi,unknown,sample_16910
016861.wav,फिर भी कनु... मैं तुम्हारे इस नायकत्व से परिचित नहीं हूँ| मैं तो वही तुम्हारी बावरी सखी हूँ... मित्र हूँ|,hi,unknown,sample_16987
007871.wav,पारजीवी जंतुओं को आविषालु पदार्थों के संपर्क में लाने के बाद पड़ने वाले प्रभावों का अध्ययन किया जाता है|,hi,unknown,sample_7929
013252.wav,"अब नालागढ़ में ही विवो, एप्पल, ओप्पो, सैमसंग, लावा, नोकिया, इंटैक्स, जियोनी सहित अन्य कंपनियों के स्मार्ट फोन व एक्सेसरिज मिलेगी",hi,unknown,sample_13355
021000.wav,यही कारण है कि प्रकाश की चमकीली धारी अति अल्प समय के लिए ही दृष्टिगोचर होती है|,hi,unknown,sample_21156
018727.wav,"इसी प्रकार दसवीं की कनिका, पारस, दीक्षित, दीप्ती, शिवानी, गुरलीन व साहिल द्वारा की गई कलश सज्जा भी खूब सराही गई।",hi,unknown,sample_18866
017948.wav,"ज्ञान में उत्पन्न ज्ञानगत नीलाकार, पीताकार आदि ज्ञानस्वरूप नहीं है, अतः उनकी वस्तुत सत्ता नहीं है, अपितु वे वासनाजन्य एवं नितान्त कल्पित हैं।",hi,unknown,sample_18080
004141.wav,उत्तराखंड के मुख्यमंत्री त्रिवेन्द्र सिंह रावत ने भी शहीद ढौंडियाल अमर रहे और वंदे मातरम के नारों के बीच ताबूत पर पुष्पचक्र चढ़ाया,hi,unknown,sample_4167
007986.wav,"वहाँ से मैंने जो देखा वह मुझे रोम जितना विशाल प्रतीत हुआ, और देखने में अत्यंत सुन्दर; इसमें पेड़ों के कई उपवन हैं, आवासों के बगीचों में, तथा पानी की कई नालियाँ जो इसमें आती हैं, तथा कई स्थानों पर झीलें हैं; तथा राजा के महल के समीप ही खजूर के पेड़ों का बगीचा तथा अन्य फल प्रदान करने वाले वृक्ष थे|",hi,unknown,sample_8045
008819.wav,दीपक तिजोरी के निर्देशन में बनी फिल्म दो लफ्जों की कहानी में रणदीप के साथ काजल अग्रवाल भी मुख्य किरदार में नजर आएंगी,hi,unknown,sample_8887
011588.wav,"डीएनए झिल्लियों से घिरा रहता है इसलिए कोशिका को तोड़कर खोलना पड़ेगा ताकि डीएनए दूसरे वृहद अणुओं जैसे आरएनए, प्रोटीन, बहुशर्करा, लिपिड के साथ मोचित हो सके|",hi,unknown,sample_11675
011041.wav,अयोध्या प्रांत की पश्चिमोत्तर दिशा से सटे हिमालय के तलहटीवाले प्रदेश को अठारहवीं शताब्दी में रुहेलखंड कहते थे । ,hi,unknown,sample_11124
018263.wav,"बे शरिया और बा शरिया सूफी परंपरा के बीच एकरूपता और अंतर, दोनों को स्पष्ट कीजिए|",hi,unknown,sample_18399
007095.wav,"यहाँ की अर्थव्यवस्था कृषि उत्पादन, आय और उद्योगों के उद्भव और विकास का आधारित है",hi,unknown,sample_7147
017932.wav,यही नहीं बाबा राम देव और टीम अन्ना भी खण्डूड़ी के लिये अपनी पूरी ताकत झौंके हुये थी।,hi,unknown,sample_18064
010929.wav,गौंची तरोंदा निवासी राजकांत शर्मा की संदिग्ध परिस्थिति में मौत हो गई,hi,unknown,sample_11009
018284.wav,"सुधारक आते हैं, जीवन की इन विडंबनाओं पर घनघोर चोट करते हैं|",hi,unknown,sample_18420
012100.wav,सरकार हाऊस टैक्स और चूल्हा टैक्स लगाने की साजिश कर रही है,hi,unknown,sample_12193
012656.wav,इसके एक सिरे पर हैंडल होता है तथा दूसरा सिरा जोत के डंडे से जुड़ा होता है जिसे बैलों की गरदन के ऊपर रखा जाता है|,hi,unknown,sample_12755
009741.wav,"बताया जा रहा है कि आलिया भट्ट के कंधे में चोट है, इसलिए उन्हें आम स्लिंग पहनने के लिए कहा गया है",hi,unknown,sample_9816
004352.wav,सीधे ऊपर की ओर फेंके गए पिंड की गति का अध्ययन करते समय 'जी' का मान 'जी' के स्थान पर मैनस जी लेना पड़ेगा क्योंकि इस गति में त्वरण वेग के विपरित दिशा में होता है|,hi,unknown,sample_4382
005216.wav,"ईरान की राजधानी तेहरान में भी अलमासिया, अलाउद्दौला व नासिर ख़ुसरो जैसे स्थल भी इसी प्रकार की सुन्दरता के नमूने हैं।",hi,unknown,sample_5253
007168.wav,अधिक घनेपन को रोकने के लिए कुछ पौधों को निकाल कर हटा दिया जाता है|,hi,unknown,sample_7222
001963.wav,अक़्लमंद अपने आप को नीचा रखकर बुलंदी हासिल करता है और नादान अपने आप को बड़ा समझकर ज़िल्लत उठाता है।,hi,unknown,sample_1976
007354.wav,"इसी तरह; इन संतों में संत चोखोबा की पत्नी संत सोयरा और बहन संत निर्मलाबाई, निर्म संत मुक्ताबाई, संत जनाबाई, संत कान्होपात्रा, संत बहिणाबाई सिऊरकर आदि महिलाएँ भी थीं । ",hi,unknown,sample_7410
010133.wav,सह्याद्रि पर्वत की ऊँचाई किस दिशा में बढ़ रही है? विंध्य पर्वत किन नदियों की घाटियों के बीच में जलविभाजक की भूमिका निभाता है? अमेज़न नदी की घाटी की ऊँचाई किस श्रेणी में आती है ?,hi,unknown,sample_10208
016458.wav,फिलहाल संजय गुप्ता ने संजू बाबा के साथ मिलकर दो स्क्रिप्ट्स फाइनल की हैं और ये दोनों ही आक्षन थ्रिलर स्क्रिप्ट्स हैं।,hi,unknown,sample_16581
008240.wav,"आदर्श गुरुओं, ईष्ठों के प्रतीकों का सम्मान करना धर्म है और लोकहित के लिए अनुष्ठान करना धर्म है।",hi,unknown,sample_8301
012366.wav,इस प्रकार समस्त बहिर्मुख लोग इसी तरह के अनेक कुतर्क करके आत्मा के अस्तित्व को ही मिटा देना चाहते हैं।,hi,unknown,sample_12462
001475.wav,बाबा फरीद यूनिवर्सिटी के तहत चल रहे गुरु गोबिंद सिंह मेडिकल कॉलेज में बुधवार को सालाना कॉन्वोकेशन का आयोजन किया गया।,hi,unknown,sample_1485
019101.wav,"एक दिन बीरबल की चर्चा हुई, उनकी बुद्धि और वाक्पटुता की तारीफ़ की गयी।",hi,unknown,sample_19243
003214.wav,ये उपदेश सर्वोच्च देवता विष्णु के प्रति पूर्ण समर्पण भाव पर केंद्रित थे|,hi,unknown,sample_3236
019074.wav,इसमें एक नस्ल की अथवा भिन्न-भिन्न नस्लों अथवा भिन्न प्रजातियों की व्यष्टियाँ भाग लेती हैं|,hi,unknown,sample_19216
006073.wav,डीएनए संघटन का इस प्रक्रम के साथ जुड़ने के कारण बोयर तथा कोहन वांछित विन्यास में डीएनए के खंडों को पुनर्योजित तथा जीवाणुवीय कोशिकाओं में डीएनए का सन्निवेश तथा आगे चलकर विशिष्ट प्रोटीनों के लिए उत्पादनशील पादपों के रूप में कार्य कर सकना|,hi,unknown,sample_6115
017464.wav,"वह छवि है निर्दोष लोगों पर गोलियाँ चलाना, बम विस्फोट करना, क़त्लेआम करना आदि",hi,unknown,sample_17594
019768.wav,सालों बाद आज अचानक गुरुजी से मिलकर शिखर अति प्रसन्न हुआ।,hi,unknown,sample_19915
005834.wav,अर्थात सूर्य और ग्रह के बीच का अभिकेन्द्री बल जो कि ग्रह के परिभ्रमण के लिए कारणीभूत होता है वह उनके बीच की दूरी के वर्गके प्रतिलोमानुपाती होता है|,hi,unknown,sample_5875
012786.wav,ग़ज़नी में ही अल-बिरूनी की भारत के प्रति रुचि विकसित हुइ|,hi,unknown,sample_12885
005365.wav,फर्क़ यह है कि जन्नत के फल सड़ते नहीं दुनिया के फल सड़ गल जाते हैं,hi,unknown,sample_5404
007403.wav,"कार्बन डाइऑक्साइड, ऑर्गन, मेथैन तथा जल वाष्प भी वायु में अल्प मात्रा में उपस्थित हैं|",hi,unknown,sample_7460
019918.wav,"अब ज्य़ादातर कंपनियां इनका इस्तेमाल नहीं कर रहीं और पैकेट पर लिखा भी होता है, नो पोटैशियम ब्रोमेट, नो पोटैशियम आयोडेट।",hi,unknown,sample_20067
011371.wav,इन्हें आन्तरिक ग्रह कहते हैं| आन्तरिक ग्रहों के बहुत कम चन्द्रमा होते हैं|,hi,unknown,sample_11456
018689.wav,इससे तमसी और तस्फी की घटनास्थल पर ही मौत हो गई,hi,unknown,sample_18828
008295.wav,गाय पर सर्वाधिक ज्ञान का ढिंढोरा बिहार में लालू प्रसाद यादव व उनके चहेतों ने उगला है।,hi,unknown,sample_8356
013488.wav,एडवर्ड जेनर ने चेचक के लिए सतरह सौ अठानवें में चेचक के टीके की खोज की थी|,hi,unknown,sample_13593
002251.wav,वे श्री जीवन पटेल के फार्म हाउस पर गए| वे बीज एवं अन्य वस्तुएँ एकत्र करने के लिए अपने थैले भी ले गए|,hi,unknown,sample_2267
009023.wav,इस मुद्रा से टांगों के पिछले निचले हिस्से की मांसपेशियों में खिंचाव पैदा होता है,hi,unknown,sample_9093
013139.wav,नेत्र के लेंस तथा परितारिका की वक्रता कम होने से लेंस की अभिसरण क्षमता कम होती है|,hi,unknown,sample_13241
008669.wav,उत्तर प्रदेश शिया सेंट्रल वक़्फ़ बोर्ड ने वरिष्ठ शिया धर्मगुरूओं पर आतंकवाद के समर्थन का आरोप लगाया।,hi,unknown,sample_8735
012778.wav,संस्कृत भाषा के स्थान पर मराठी भाषा को प्राथमिकता दी ।,hi,unknown,sample_12877
004045.wav,"क्या आप इस प्रकार के कुछ और उदाहरण प्रस्तुत कर सकते हैं| किसी वस्तु की चाल अथवा उसकी गति की दिशा, अथवा दोनों में होने वाले परिवर्तन को इसकी गति की अवस्था में परिवर्तन द्वारा व्यक्त किया जाता है|",hi,unknown,sample_4069
012435.wav,पह्लव पल्लव जाटों ने छठी सदी के मध्य से आठवीं सदी के मध्य तक दक्षिण भारत में शासन किया।,hi,unknown,sample_12531
004473.wav,"अधिकारी ने बताया कि फरार चल रहे तीन आपराधियों की पहचान मुनव्वर, इंशाद अहमद और नहीदुंदर के रूप में हुई है।",hi,unknown,sample_4504
018442.wav,"व्यापारियों ने कहा कि सीरिया की तानाशाह बशर अलअसद केमिकल के जरिए बच्चों, बुजुर्गो और बेगुनाहों को मौत के घाट उतार रही है",hi,unknown,sample_18579
018836.wav,"नाटक के पौराणिक ढांचे में विनयस्त उपरोक्त भविष्यदर्शी मनोरूप, समाज की आदर्शवादी वाग्मिता का निषेध करता है।",hi,unknown,sample_18977
000492.wav,"नियमित रूप से किशमिश खाने से पाचन, मेटाल्जिम आदि के लेवल कण्ट्रोल में रहते हैं जिससे आपका शरीर हमेशा स्वस्थ रहता है",hi,unknown,sample_495
019671.wav,ये किरणें काफी घातक होती हैं क्योंकि इनमें ऊर्जा बहुत ज्यादा होती है|,hi,unknown,sample_19816
008883.wav,"इस इलाके में बुनियादी रणनीतिक दुश्मनी ईरान को लेकर है और इसमें साउदी अरब, इजराइल और अमेरिका एक तरफ हैं",hi,unknown,sample_8951
010295.wav,एक ख़ेमे ने उन्हें पुरस्कार दिये जाने का विरोध किया है जबकि दूसरे ख़ेमे ने इसका स्वागत किया है,hi,unknown,sample_10372
021103.wav,"मानव प्रतिरक्षान्यूनता विषाणु से होने वाला एड्स घातक होता है, लेकिन अगर कुछ सावधानियाँ बरती जाएँ तो इसकी रोकथाम हो सकती हैं|",hi,unknown,sample_21259
011983.wav,बदले में पैसे देने की पेशकश की तो नाराज़गी के कुछ लफ्ज़ उनके लबों पर उभर आए थे,hi,unknown,sample_12075
014810.wav,संयोगवश ये ऑनलाइन पैसे बनाने का भी एक अद्भुत तरीका है,hi,unknown,sample_14925
010446.wav,जिला पुस्तकालय द्वारा संचालित चलित पुस्तकालय ने अस्तौन पहुंचकर बच्चो को रोचक जानकारी दी।,hi,unknown,sample_10524
006216.wav,"उन्होंने कहा, ""मैं वह शख्स हूं जो खुद को रेड कार्पेट और अन्य अवसरों पर विभिन्न प्रकार के परिधानों में देखना चाहती हूं ""।",hi,unknown,sample_6258
003729.wav,"सुप्रीमकोर्ट में न्यायमूर्ति अल्तमस कबीर और न्यायमूर्ति ज्ञान सुधा मिश्रा की पीठ ने कहा, हम प्रक्रिया पर रोक लगा रहे हैं।",hi,unknown,sample_3753
010245.wav,"इसके बाद दक्षिणी पूर्वी जिला, पुलिस नियंत्रण कक्ष और अपराध शाखा कमला मार्केट के पास सबसे अधिक बुलेट प्रुफ जैकेट है।",hi,unknown,sample_10322
007982.wav,शारीरिक शिक्षा प्राथमिक एवं माध्यमिक शिक्षा के समय में पढ़ाया जाने वाला एक पाठ्यक्रम है।,hi,unknown,sample_8041
016813.wav, भृंगराज बालों का झड़ना रोकने के साथ उन्हें घना बनाने में भी सहायक है।,hi,unknown,sample_16939
011189.wav,सोहरवर्दी का पूरा नाम शेख शहाबुद्दीन अबुल फ़ुतूह यहया बिन हब्श सोहरवर्दी था किंतु वे सोहरवर्दी के नाम से विख्यात हुए।,hi,unknown,sample_11273
010546.wav," कानपुर में कभी स्वदेशी, लाल इमली, एल्गिन समेत दर्जनों मशहूर कपड़ा मिलें थीं।",hi,unknown,sample_10624
007091.wav,इसके बाद सराज ड्रीम्ज कला मंच के मशहूर गायक दूनी चंद गोयल ने मंच को सम्भाला।,hi,unknown,sample_7143
006731.wav, इंटरनेट के दौर में पर्दानशीं भी बेपर्दा हो सकते हैं।,hi,unknown,sample_6778
009051.wav,आपने यह सुना होगा कि ऐसे बहुत से कृत्रिम उपग्रह हैं जो पृथ्वी की परिक्रमा कर रहे हैं|,hi,unknown,sample_9121
017709.wav,"उसने टिप्पणी की कि बूझो के कई मित्रों जिनसे वह एक वर्ष बाद मिली थी, की लंबाई एकाएक कितनी बढ़ गई है|",hi,unknown,sample_17839
015249.wav,ऐसा वर्तमान स्थिति में कहा जा सकता है । ,hi,unknown,sample_15368
020898.wav,छींपा ने कहा कि बदले युग में कौशल विकास की अहम भूमिका है।,hi,unknown,sample_21054
011130.wav,"प्रधान संपादक ने कहा, ""वह इसके बाद चाकू लेकर आया और तान्या को चाकू घोंप दिया""।",hi,unknown,sample_11213
012888.wav,बहुलकों की संरचना उपर्युक्त उदाहरणों जैसी रेखीय होती हैं या शाखित और जालीदार भी होती हैं|,hi,unknown,sample_12989
013685.wav,मुझे फौरन एहसास हुआ कि दोनों में ये फर्क़ इंसानों और कुत्तों की वजह से आया,hi,unknown,sample_13790
005200.wav,यह हिंदुस्तानी कृषि समाज की एक ख़ासियत थी और इस ख़ासियत ने मुग़ल शासक बाबर की तेज़ निगाहों को इतना चौंकाया कि उसने इसे अपने संस्मरण बाबरनामा में नोट कियाः|,hi,unknown,sample_5237
020808.wav,सक्रियीत आपंक के छोटे से भाग को फिर से पीछे वायुवीय टैंक में पंप करते हैं|,hi,unknown,sample_20964
012739.wav,"प्रथम वर्ग में शिव, विष्णु तथा उनके अवतार व देवियों की आराधना आती है, जिनकी मूर्त रूप में अवधारणा हुई|",hi,unknown,sample_12838
004195.wav,"धातु, काँच और मिट्टी से बनी वस्तुएँ छोड़कर खाद्यपदार्थों से लेकर ईंधन तक अनेक वस्तुएँ जैविक यौगिकों से बनीं है| सभी जैविक यौगिकों का अतिआवश्यक तत्त्व कार्बन है|",hi,unknown,sample_4221
019264.wav,"हमारे पेट में भी, सूक्ष्मजीवियों द्वारा उत्पन्न होने वाले रोगों को रोकने में लैक्टिक एसिड बैक्टीरिया एक लाभदायक भूमिका का निर्वाह करते हैं|",hi,unknown,sample_19407
019220.wav,ऊष्मा दिया हुआ ठोस पदार्थ कैलरी मापी के पानी में डाला गया तो गर्म ठोस पदार्थ से कैलरीमापी पानी के तथा कैलरीमापी इनमें ऊष्मा स्थानांतरण की क्रिया शुरू होगी|,hi,unknown,sample_19363
015014.wav,"उनके व्यक्तित्व में चारित्र्य और बल, शील और वीरता का सुंदर समन्वय हुआ था । ",hi,unknown,sample_15130
010869.wav,आज इस अटकलबाजी पर कोई विश्वास नहीं करता| क्या विकास एक प्रक्रम है अथवा एक प्रक्रम का परिणाम है|,hi,unknown,sample_10949
017111.wav,"उन्होंने, इस बात का पता लगाया कि एस जीवाणु का केवल डीएनए ही आर जीवाणु को रूपांतरित कर सकता है",hi,unknown,sample_17239
000813.wav,कलाई में चोट की वजह से राफेल नडाल फ्रेंच ओपन से बाहर हो गए हैं,hi,unknown,sample_817
019215.wav,मौसम विभाग के अनुसार काफी ठंडा रहेगा व हल्का फुल्की बारिश की भी संभावना रहेगी,hi,unknown,sample_19358
014980.wav,पर्यटक इन वस्तुओं को बड़े चाव से खरीदते हैं| परिणामस्वरूप स्थानीय लोगों के रोजगार में वृद्धि होती है|,hi,unknown,sample_15096
021141.wav,"हुड्डा के औद्योगिक, रिहायशी व आरक्षित सभी प्रकार के प्लॉटों के आवंटन में घपला व घोटाले के मामले आज भी हाईकोर्ट में विचाराधीन है।",hi,unknown,sample_21297
003975.wav,माल्कम फोर्ब्स का कथन है कि हार का स्वाद मालूम हो तो जीत हमेशा मीठी लगती है।,hi,unknown,sample_3999
005611.wav,अपने बजट से चार गुना कमाई कर चुकी है 'ड्रीम गर्ल',hi,unknown,sample_5651
007627.wav,इससे कंपनी बासमती की नई किस्मों को अमेरिका व विदेशों में बेच सकती है|,hi,unknown,sample_7685
006046.wav,दूसरा संश्लेषित रेशों से बना हो सकता है| इन टुकड़ों के चयन हेतु अपने माता-पिता की मदद ले सकते हैं| टुकड़ों को पृथक बीकरों या मगों में भिगोइए जिनमें बराबर मात्रा में जल भरा हो|,hi,unknown,sample_6088
016168.wav,सिरों का यह चिपचिपापन एंजाइम डीएनए लाइगेज के कार्य में सहायता प्रदान करता है|,hi,unknown,sample_16290
000370.wav,"क्या आपने ऐसे तालाबों को देखा है? जो दूर से देखने पर हरे प्रतीत होते हैं,क्योंकि बहुत से शैवाल उसमें उग रहे होते हैं",hi,unknown,sample_372
008963.wav,"न्यूयॉर्क में मेडिकल ट्रीटमेंट ले रहे ऋषि कपूर से सोनाली बेंद्रे, प्रियंका चोपड़ा ने मुलाकात की।",hi,unknown,sample_9031
